,birthArea,birthDate,currentNationalTeamId,currentTeamId,firstName,foot,height,lastName,middleName,passportArea,role,shortName,weight,wyId
78,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",1990-02-13,null,2463,Pawe\u0142,right,184,Olkowski,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",P. Olkowski,76,99437
79,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",1994-02-28,13869,3187,Arkadiusz,left,186,Milik,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Milik,78,99452
80,"{'name': 'Burkina Faso', 'id': '854', 'alpha3code': 'BFA', 'alpha2code': 'BF'}",1987-04-21,null,,Pr\u00e9juce Niguimb\u00e9,right,178,Nakoulma,,"{'name': 'Burkina Faso', 'id': '854', 'alpha3code': 'BFA', 'alpha2code': 'BF'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Nakoulma,72,99453
81,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1981-03-25,null,3315,Gianluca,left,183,Pegolo,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",G. Pegolo,76,20771
82,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",1995-05-12,null,3165,Mariusz,right,183,St\u0119pi\u0144ski,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. St\u0119pi\u0144ski,72,99511
83,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1996-09-17,9598,3771,Duje,right,192,\u0106aleta-Car,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. \u0106aleta-Car,89,230626
84,"{'name': 'Lithuania', 'id': '440', 'alpha3code': 'LTU', 'alpha2code': 'LT'}",1996-06-01,13503,3774,Edvinas,right,192,Gertmonas,,"{'name': 'Lithuania', 'id': '440', 'alpha3code': 'LTU', 'alpha2code': 'LT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",E. Gertmonas,92,240507
85,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1989-05-10,null,,Hrvoje,left,183,Mili\u0107,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Mili\u0107,74,69874
86,"{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",1997-04-08,8140,2457,Jonathan,right,194,Klinsmann,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",J. Klinsmann,70,492782
87,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1994-08-03,null,3204,Francesco,right,190,Vicari,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Vicari,80,263432
88,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1994-07-01,null,3194,Alex,right,183,Ferrari,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Ferrari,70,263433
89,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1993-05-10,null,2460,Emil,right,194,Berggreen,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Berggreen,88,230687
90,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",1985-05-30,null,3772,Igor,right,189,Lewczuk,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",I. Lewczuk,88,99633
91,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1996-04-16,19001,3166,Cheick,left,182,Keita,,"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",C. Keita,76,361779
92,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1995-04-14,null,698,Carlos,right,182,Calder\u00f3n L\u00f3pez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Carlos Calder\u00f3n,69,329026
93,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1986-04-21,13869,3204,Thiago,right,183,Rangel Cionek,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Cionek,80,99661
94,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}",1997-06-25,15670,3159,Rodrigo,right,185,Bentancur Colm\u00e1n,,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",R. Bentancur,73,361807
95,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1995-05-14,null,2975,Bernardo,left,186,Fernandes da Silva Junior,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Bernardo,76,296341
96,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",1987-10-26,null,2453,Rafa\u0142,right,190,Gikiewicz,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",R. Gikiewicz,81,99749
97,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1995-08-01,null,3173,Alessandro,right,190,Deiola,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Deiola,85,263591
98,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1996-10-27,3155,2482,Nadiem,right,180,Amiri,,"{'name': 'Afghanistan', 'id': '4', 'alpha3code': 'AFG', 'alpha2code': 'AF'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Amiri,73,263614
99,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1995-01-24,null,678,Yeray,right,183,\u00c1lvarez L\u00f3pez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Yeray,78,230857
100,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1993-05-04,null,678,\u00cd\u00f1igo,right,180,Lekue Mart\u00ednez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Lekue,73,230862
101,"{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}",1989-01-10,16129,27533,Ali,right,193,Gabr,,"{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Ali Gabr,84,198120
102,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1993-02-20,null,756,Pere,right,177,Pons Riera,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Pere Pons,70,230895
103,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1993-01-20,null,677,Federico Nicol\u00e1s,left,169,Cartabia,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Fede Cartabia,65,230897
104,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",1992-07-12,13869,3164,Bartosz,right,183,Bereszy\u0144ski,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",B. Bereszy\u0144ski,77,99833
105,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",1983-04-01,7839,7727,\u00d3lafur Ingi,right,183,Sk\u00falason,,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",\u00d3. Sk\u00falason,81,38241
106,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1994-01-31,null,2446,Dominik,right,183,Kohr,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Kohr,79,165425
107,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",1994-05-20,13869,3187,Piotr,right,180,Zieli\u0144ski,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Zieli\u0144ski,75,99902
108,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1992-08-24,null,19830,Jemerson,right,184,de Jesus Nascimento,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Jemerson,77,263766
109,"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",1997-05-07,5629,19830,Youri,right,176,Tielemans,,"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Tielemans,72,263802
110,"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",1995-12-05,null,3172,Timothy,right,185,Castagne,,"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Castagne,80,263803
111,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1995-10-09,664,3766,Kenny,right,180,Tete,,"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Tete,71,1712
112,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1994-06-09,7712,7452,Viktor,right,180,Fischer,,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",V. Fischer,71,1722
113,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1996-10-12,670,2451,Riechedly,right,184,Bazoer,,"{'name': 'Cura\\u00e7ao', 'id': '531', 'alpha3code': 'CUW', 'alpha2code': 'CW'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",R. Bazoer,74,1729
114,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1994-03-23,null,3782,Oussama,left,177,Tannane,,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Tannane,80,1751
115,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1995-08-13,4418,3767,Presnel,left,183,Kimpembe,,"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",P. Kimpembe,67,231138
116,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1996-06-13,null,2444,Kingsley,right,178,Coman,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Coman,71,231139
117,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1996-08-30,null,5655,Gabriel,left,178,Barbosa Almeida,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Gabigol,73,263948
118,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1996-04-20,null,3795,Mamadou,right,171,Sissako,,"{'name': 'Mauritania', 'id': '478', 'alpha3code': 'MRT', 'alpha2code': 'MR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Sissako,71,231184
119,"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",1990-01-23,null,4487,\u015eener,right,171,\u00d6zbayrakl\u0131,,"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",\u015e. \u00d6zbayrakl\u0131,71,34592
120,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",1989-03-24,14358,13898,Andrey,right,190,Semenov,,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Semenov,86,102629
121,"{'name': 'Reunion', 'id': '638', 'alpha3code': 'REU', 'alpha2code': 'RE'}",1998-06-05,null,3783,Yoel,left,173,Armougom,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Y. Armougom,71,493412
122,"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",1996-12-19,null,3779,K\u00e9vin Lucien,right,177,Zohi,,"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Zohi,70,493415
123,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1997-03-30,1604,687,Igor,right,180,Zubeld\u00eda Elorza,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Zubeld\u00eda,79,395114
124,"{'name': 'New Caledonia', 'id': '540', 'alpha3code': 'NCL', 'alpha2code': 'NC'}",1988-10-23,null,3789,George,right,182,Gope-Fenepej,,"{'name': 'New Caledonia', 'id': '540', 'alpha3code': 'NCL', 'alpha2code': 'NC'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",G. Gope-Fenepej,74,132972
125,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1995-03-18,null,3172,Pierluigi,right,188,Gollini,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",P. Gollini,80,264084
126,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1997-03-29,12281,3776,Ezequiel,right,178,Ponce Mart\u00ednez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Ponce,78,284322
127,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1996-10-20,null,3194,Enrico,right,180,Bearzotti,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. Bearzotti,70,388099
128,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1985-12-01,null,3164,Emiliano,left,195,Viviano,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",E. Viviano,90,20802
129,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}",1996-08-14,15670,692,Maximiliano,right,186,G\u00f3mez Gonz\u00e1lez,,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Maxi G\u00f3mez,87,395636
130,"{'name': 'Mauritania', 'id': '478', 'alpha3code': 'MRT', 'alpha2code': 'MR'}",1997-12-31,null,695,Moctar El Hacen,right,181,El Id,,"{'name': 'Mauritania', 'id': '478', 'alpha3code': 'MRT', 'alpha2code': 'MR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. El Id,79,264778
131,"{'name': 'Greece', 'id': '300', 'alpha3code': 'GRC', 'alpha2code': 'GR'}",1995-03-19,null,3162,Thomas,right,186,Strakosha,,"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",T. Strakosha,78,166534
132,"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",1996-06-24,null,3785,Marcus,right,184,Coco,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Coco,78,330387
133,"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}",1994-09-13,4849,2446,Joel,right,185,Pohjanpalo,,"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Pohjanpalo,83,35477
134,"{'name': 'Peru', 'id': '604', 'alpha3code': 'PER', 'alpha2code': 'PE'}",1992-08-25,15594,5654,Miguel \u00c1ngel,left,175,Trauco Saavedra,,"{'name': 'Peru', 'id': '604', 'alpha3code': 'PER', 'alpha2code': 'PE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Trauco,67,115146
135,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1989-06-10,null,3176,Vincent,right,173,Laurini,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",V. Laurini,72,22313
136,"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",1994-04-17,18538,3780,Firmin Ndombe,right,170,Mubele,,"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Mubele,67,264989
137,"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",1994-12-03,11555,3163,Anton\u00edn,left,190,Bar\u00e1k,,"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Bar\u00e1k,86,265172
138,"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",1995-07-19,6697,2447,Manuel,right,187,Akanji,,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Akanji,85,297957
139,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1995-01-18,null,682,Samuel ,left,182,Castillejo Azuaga,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Samu Castillejo,67,134174
140,"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",1996-04-25,32344,698,Filip,right,197,Manojlovi\u0107,,"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",F. Manojlovi\u0107,82,363560
141,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1992-02-16,null,696,Rub\u00e9n,right,185,Sobrino Pozuelo,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Rub\u00e9n Sobrino,73,134249
142,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",1982-06-20,null,,Vasili,right,189,Berezutski,,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",V. Berezutski,87,101581
143,"{'name': 'Paraguay', 'id': '600', 'alpha3code': 'PRY', 'alpha2code': 'PY'}",1998-09-11,15519,2454,Julio C\u00e9sar,right,174,Villalba Gaona,,"{'name': 'Paraguay', 'id': '600', 'alpha3code': 'PRY', 'alpha2code': 'PY'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Villalba,65,363648
144,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",1996-12-16,16823,1631,Onyinye Wilfred,right,187,Ndidi,,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Ndidi,80,265366
145,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",1993-03-12,16823,4502,Abdullahi,right,181,Shehu,,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Shehu,72,265368
146,"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",1985-09-17,14496,4488,Tom\u00e1\u0161,right,184,Hubo\u010dan,,"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Hubo\u010dan,70,101555
147,"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",1981-11-27,9905,3160,Bruno Eduardo,right,187,Regufe Alves,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Bruno Alves,83,101558
148,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1998-11-04,16216,2447,Achraf,right,179,Hakimi Mouh,,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Hakimi,68,396475
149,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1985-05-21,null,756,Eloi,right,180,Amagat Arimany,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Eloi Amagat,72,167104
150,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1987-01-10,null,698,Vicente,right,190,Guaita Panadero,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",Guaita,81,3267
151,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1989-03-21,1598,676,Jordi,left,170,Alba Ramos,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Jordi Alba,68,3269
152,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1987-06-12,null,684,Antonio,right,183,Barrag\u00e1n Fern\u00e1ndez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Barrag\u00e1n,76,3270
153,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",1986-04-08,14358,13886,Igor,right,186,Akinfeev,,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",I. Akinfeev,82,101576
154,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1985-12-27,4418,3771,Adil,right,190,Rami,,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Rami,90,3276
155,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1989-01-25,null,682,V\u00edctor,left,185,Ru\u00edz Torre,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",V\u00edctor Ru\u00edz,78,3277
